"7.10 Equations, Graphs, and Negative Slope","7.10 Ecuaciones, gráficos y pendiente negativa",,,,,,,,,,,,,,,,,,,,,,,,,
"Student is asked to determine independent and dependent quantities based on a word problem, plot points on a graph, draw a line connecting those points, and use the answers to determine the graph's linear equation in slope-intercept form.","Se le pide al estudiante que determine cantidades independientes y dependientes basadas en un problema verbal, trazar puntos en una gráfica, dibujar una línea que conecte esos puntos y usar las respuestas para determinar la ecuación lineal de la gráfica en forma pendiente-intersección.",,,,,,,,,,,,,,,,,,,,,,,,,
Quantity Name,Nombre de la Cantidad,,,,,,,,,,,,,,,,,,,,,,,,,
Unit,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,
x-axis,eje x,,,,,,,,,,,,,,,,,,,,,,,,,
y-axis,eje y,,,,,,,,,,,,,,,,,,,,,,,,,
Problem Name,Problem1,Problem1ESP,Problem Name,Problem2,Problem2ESP,Problem Name,Problem3,Problem3ESP,Problem Name,Problem4,Problem4ESP,Problem Name,Problem5,Problem5ESP,Problem Name,Problem6,Problem6ESP,Problem Name,Problem7,Problem7ESP,Problem Name,Problem8,Problem8ESP,Problem Name,Problem9,Problem9ESP
%(-3214654429110953208)%,450,450,%(-7888626398561033316)%,"Please place this point first, before you try drawing a line.","Por favor, coloque este punto primero, antes de intentar dibujar una línea.",%(-3552573117250275504)%,Find equation,Encuentra la ecuación,%(8771704119816492775)%,Please enter '14' in the highlighted field.,"Por favor, ingrese '14' en el campo resaltado.",%(8734307539407348792)%,Please enter the table headings (quantity name and unit) and the axis labels before you plot points.,"Por favor, introduzca los títulos de la tabla (nombre de la cantidad y unidad) y las etiquetas de los ejes antes de trazar los puntos.",%(-931518929349789427)%,It says <%=quantity2%> (y) EQUALS <%=quantity1%> (x) TIMES -120 + 3000.,Dice <% = cantidad2%> (y) IGUAL A <% = cantidad1%> (x) MULTIPLICADO POR -120 + 3000.,%(8734307539407348792)%,Please enter the table headings (quantity name and unit) and the axis labels before you plot points.,"Por favor, introduzca los títulos de la tabla (nombre de la cantidad y unidad) y las etiquetas de los ejes antes de trazar los puntos.",%(-3214654429110953208)%,450,450,%(8956590914885405619)%,The point for question 1 would not fit on the grapher right now. Please adjust the lower boundary of the y-axis (in the box immediately below <%=unit2%>).,"El punto de la pregunta 1 no encajaría en el gráfico en este momento. Por favor, ajuste el límite inferior del eje y (en el cuadro inmediatamente debajo de <% = unidad2%>)."
%(167776951431464140)%,"No, this is not correct. Try to <%=ifThen(greaterThan(2,grapher.rightBoundary*1),""adjust the right boundary of the x-axis by changing its value to higher than 2, then "","""")%><%=ifThen(greaterThan(grapher.leftBoundary*1,2),""adjust the left boundary of the x-axis by lowering it to less than 2, then "","""")%><%=ifThen(greaterThan(30,grapher.upperBoundary*1),""adjust the upper boundary of the y-axis by increasing its value to more than 30, then "","""")%><%=ifThen(greaterThan(grapher.lowerBoundary*1,30),""change the lower boundary of the y-axis by decreasing it to less than 30, then "","""")%><%=ifThen(greaterThan((grapher.upperBoundary-grapher.lowerBoundary)/grapher.yStep,40),""change the y-axis scale to make it easier to add the point, then "","""")%><%=ifThen(greaterThan((grapher.rightBoundary-grapher.leftBoundary)/grapher.xStep,40),""change the x-axis scale to make it easier to add the point, then "","""")%>place the point at a <%=quantity1%> of 2 <%=ifThen(hasValue(unit1),unit1,""minutes"")%> (left-to-right) and a <%=quantity2%> of 30 <%=ifThen(hasValue(unit2),unit2,""people"")%> (bottom-to-top).","No esto no es correcto. Intente <% = ifThen (greaterThan(2, grapher.rightBoundary * 1), ""ajustar el límite derecho del eje x cambiando su valor a mayor que 2, luego"", """")%> <% = ifThen ( greaterThan(grapher.leftBoundary * 1,2), ""ajusta el límite izquierdo del eje x bajándolo a menos de 2, luego"", """")%> <% = ifThen (greaterThan (30, grapher.upperBoundary * 1), ""ajusta el límite superior del eje y aumentando su valor a más de 30, luego"", """")%> <% = ifThen (greaterThan (grapher.lowerBoundary * 1,30), ""cambia el límite del eje y disminuyéndolo a menos de 30, luego "","" "")%> <% = ifThen (greaterThan ((grapher.upperBoundary-grapher.lowerBoundary) /grapher.yStep,40),"" cambia el y -axis scale para facilitar la adición del punto, luego "","" "")%> <% = ifThen (greaterThan ((grapher.rightBoundary-grapher.leftBoundary) /grapher.xStep,40),"" cambiar el eje x escala para facilitar la adición del punto, luego "","" "")%> coloca el punto en un <% = cantidad1%> de 2 <% = ifThen (hasValue (unit1), unit1,"" minutos "")%> ( de izquierda a derecha) y un <% = cantidad2%> of 30 <% = ifThen (hasValue (unit2), unit2, ""personas"")%> (de abajo hacia arriba).",%(6188998796756826379)%,"<%=ifThen(hasValue(grapher.labelY),concat(""The y-axis is called "",grapher.labelY),""The time is set. Depending on the time, the height changes."")%>.","<% = ifThen (hasValue (grapher.labelY), concat (""Se llama al eje y"", grapher.labelY), ""El tiempo está establecido. Dependiendo del tiempo, la altura cambia."")%>.",%(-5087412630255735648)%,"Please <%=ifThen(greaterThan(3,grapher.rightBoundary*1),""adjust the right boundary of the x-axis by changing its value to higher than 3, then "","""")%><%=ifThen(greaterThan(grapher.leftBoundary*1,3),""adjust the left boundary of the x-axis by lowering it to less than 3, then "","""")%><%=ifThen(greaterThan(9300,grapher.upperBoundary*1),""adjust the upper boundary of the y-axis by increasing its value to more than 9300, then "","""")%><%=ifThen(greaterThan(grapher.lowerBoundary*1,9300),""change the lower boundary of the y-axis by decreasing it to less than 9300, then "","""")%>add the point by clicking on the right spot in the graph.","Por favor <% = ifThen (greaterThan (3, grapher.rightBoundary * 1), ""ajusta el límite derecho del eje x cambiando su valor a mayor que 3, luego"", """")%> <% = ifThen (greaterThan (grapher.leftBoundary * 1,3), ""ajusta el límite izquierdo del eje x bajándolo a menos de 3, luego"", """")%> <% = ifThen (greaterThan (9300, grapher.upperBoundary * 1 ), ""ajusta el límite superior del eje y aumentando su valor a más de 9300, luego"", """")%> <% = ifThen (greaterThan (grapher.lowerBoundary * 1,9300), ""cambia el límite inferior del eje y disminuyéndolo a menos de 9300, luego "","" "")%> agregue el punto haciendo clic en el lugar correcto en el gráfico.",%(-5647267643266230727)%,"You use up 20 messages every day. So after 31 days, at total of 31*20=620 messages have been used. Subtract this number from 800.","Usas hasta 20 mensajes todos los días. Entonces, después de 31 días, se han utilizado un total de 31 * 20 = 620 mensajes. Reste este número de 800.",%(110613887893054470)%,"The point '(46,348)' is highlighted on the graph. Click it to add the point.","El punto '(46,348)' está resaltado en el gráfico. Haga clic en él para agregar el punto.",%(-525296081660096086)%,The point for question 1 would not fit on the grapher right now. Please adjust the upper boundary of the y-axis (in the top left box).,"El punto de la pregunta 1 no encajaría en el gráfico en este momento. Por favor, ajuste el límite superior del eje y (en el cuadro superior izquierdo).",%(8125320426637426661)%,"Look at the third question: ""If 40 people visit your stand, how much will you have left?"" What is the people coming by here?","Mire la tercera pregunta: ""Si 40 personas visitan su stand, ¿Cuánto le quedará?"" ¿Qué viene la gente por aquí?",%(1987521493440167922)%,"The time is 16 <%=ifThen(hasValue(unit1),unit1,""seconds"")%>.","El tiempo es 16 <% = if Then (hasValue (unidad 1), unidad 1, ""segundos"")%>.",%(-7888626398561033316)%,"Please place this point first, before you try drawing a line.","Por favor, coloque este punto primero, antes de intentar dibujar una línea."
%(8804584666059706658)%,"No, this is not correct. The unit for the x-axis is ""minutes"".","No, esto no es correcto. La unidad del eje x es ""minutos"".",%(4936412012059725866)%,"Please enter '<%=ifThen(hasValue(grapher.unitY),grapher.unitY,""floors"")%>' in the highlighted field.","Por favor ingrese '<% = ifThen (hasValue (grapher.unitY), grapher.unitY, ""pisos"")%>' en el campo resaltado.",%(8411435163831468626)%,1. How much is Barry's debt after three months?,1. ¿A cuánto asciende la deuda de Barry después de tres meses?,%(8956590914885405619)%,The point for question 1 would not fit on the grapher right now. Please adjust the lower boundary of the y-axis (in the box immediately below <%=unit2%>).,"El punto de la pregunta 1 no encajaría en el gráfico en este momento. Por favor, ajuste el límite inferior del eje y (en el cuadro inmediatamente debajo de <% = unidad2%>).",%(-7888626398561033316)%,"Please place this point first, before you try drawing a line.","Por favor, coloque este punto primero, antes de intentar dibujar una línea.",%(4598043177556785016)%,"<%=ifThen(hasValue(grapher.labelX),""Look at what you named the x-axis."",""The dependent quantity depends on the independent quantity. In this case: leafs left depends on ..."")%>","<% = ifThen (hasValue (grapher.labelX), ""Mira lo que llamaste el eje x."", ""La cantidad dependiente depende de la cantidad independiente. En este caso: las hojas que quedan dependen de ..."")%>",%(-7888626398561033316)%,"Please place this point first, before you try drawing a line.","Por favor, coloque este punto primero, antes de intentar dibujar una línea.",%(-15798202948692712)%,"Look at the third question: ""On minute passed, how far underground is the spy?"" What is the time here?","Mire la tercera pregunta: ""En un minuto, ¿Qué tan bajo tierra está el espía?"" ¿Qué hora es aquí?",%(-8949774273436180769)%,The point for question 4 would not fit on the grapher right now. Please adjust the upper boundary of the y-axis (in the top left box).,"El punto de la pregunta 4 no encajaría en el gráfico en este momento. Por favor, ajuste el límite superior del eje y (en el cuadro superior izquierdo)."
%(8734307539407348792)%,Please enter the table headings (quantity name and unit) and the axis labels before you plot points.,"Por favor, introduzca los títulos de la tabla (nombre de la cantidad y unidad) y las etiquetas de los ejes antes de trazar los puntos.",%(-8962978798936019228)%,"Yes, ""<%=input%>"" is the dependent quantity. Try to enter the dependent quantity ""<%=input%>"" in right column instead of the left column.","Sí, ""<% = input%>"" es la cantidad dependiente. Intente ingresar la cantidad dependiente ""<% = input%>"" en la columna de la derecha en lugar de la columna de la izquierda.",%(6272037681056611)%,12,12,%(-7888626398561033316)%,"Please place this point first, before you try drawing a line.","Por favor, coloque este punto primero, antes de intentar dibujar una línea.",%(-8949774273436180769)%,The point for question 4 would not fit on the grapher right now. Please adjust the upper boundary of the y-axis (in the top left box).,"El punto de la pregunta 4 no encajaría en el gráfico en este momento. Por favor, ajuste el límite superior del eje y (en el cuadro superior izquierdo).",%(2314047222236391260)%,TRUE,TRUE,%(-8949774273436180769)%,The point for question 4 would not fit on the grapher right now. Please adjust the upper boundary of the y-axis (in the top left box).,"El punto de la pregunta 4 no encajaría en el gráfico en este momento. Por favor, ajuste el límite superior del eje y (en el cuadro superior izquierdo).",%(8734307539407348792)%,Please enter the table headings (quantity name and unit) and the axis labels before you plot points.,"Por favor, introduzca los títulos de la tabla (nombre de la cantidad y unidad) y las etiquetas de los ejes antes de trazar los puntos.",%(-8372027212982931664)%,Please enter '48.6' in the highlighted field.,"Por favor, ingrese '48 .6 'en el campo resaltado."
%(8956590914885405619)%,The point for question 1 would not fit on the grapher right now. Please adjust the lower boundary of the y-axis (in the box immediately below <%=unit2%>).,"El punto de la pregunta 1 no encajaría en el gráfico en este momento. Por favor, ajuste el límite inferior del eje y (en el cuadro inmediatamente debajo de <% = unidad2%>).",%(-145267547019241208)%,The point for question 3 would not fit on the grapher right now. Please adjust the upper boundary of the y-axis (in the top left box).,"El punto de la pregunta 3 no encajaría en el gráfico en este momento. Por favor, ajuste el límite superior del eje y (en el cuadro superior izquierdo).",%(-8231229584986670561)%,"<%=ifThen(hasValue(grapher.labelY),concat(""The y-axis is called "",grapher.labelY),""The time is set. Depending on the time, the debt changes."")%>.","<% = ifThen (hasValue (grapher.labelY), concat (""El eje y se llama"", grapher.labelY), ""El tiempo está establecido. Dependiendo del tiempo, la deuda cambia."")%>.",%(-8949774273436180769)%,The point for question 4 would not fit on the grapher right now. Please adjust the upper boundary of the y-axis (in the top left box).,"El punto de la pregunta 4 no encajaría en el gráfico en este momento. Por favor, ajuste el límite superior del eje y (en el cuadro superior izquierdo).",%(8230610273061812561)%,"-20,420","-20,420",%(-3214654429110953208)%,450,450,%(-478879850406950890)%,Please enter '-4*x + 200' in the highlighted field.,"Por favor, ingrese '-4 * x + 200' en el campo resaltado.",%(8956590914885405619)%,The point for question 1 would not fit on the grapher right now. Please adjust the lower boundary of the y-axis (in the box immediately below <%=unit2%>).,"El punto de la pregunta 1 no encajaría en el gráfico en este momento. Por favor, ajuste el límite inferior del eje y (en el cuadro inmediatamente debajo de <% = unidad2%>).",%(8712762447903688649)%,"<%=ifThen(hasValue(grapher.labelX),""Look at what you named the x-axis."",""The dependent quantity depends on the independent quantity. In this case: letters sent depends on ..."")%>","<% = ifThen (hasValue (grapher.labelX), ""Mira lo que llamaste el eje x."", ""La cantidad dependiente depende de la cantidad independiente. En este caso: las cartas enviadas dependen de ..."")%>"
%(-7888626398561033316)%,"Please place this point first, before you try drawing a line.","Por favor, coloque este punto primero, antes de intentar dibujar una línea.",%(3111901035976980597)%,"Now that you placed a point for the fifth question, look-up what its x-value is to find the <%=quantity1%>.","Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor x para encontrar el <% = cantidad1%>.",%(-1431871633887445892)%,Please enter '3' in the highlighted field.,"Por favor, ingrese '3' en el campo resaltado.",%(8230610273061812561)%,"-20,420","-20,420",%(-2740459286116490540)%,"The <%=quantity2%> is from bottom-to-top and is 0 <%=unit2%>. Click on the spot where 0 <%=unit2%> intersects the line. <%=ifThen(greaterThan((grapher.upperBoundary-grapher.lowerBoundary)/grapher.yStep,40),concat(""Change the y-axis scale to get a grid line for 0 "",unit2,"".""),"""")%>","La <% = cantidad2%> es de abajo hacia arriba y es 0 <% = unidad2%>. Haga clic en el lugar donde 0 <% = unidad2%> se cruza con la línea. <% = ifThen (greaterThan ((grapher.upperBoundary-grapher.lowerBoundary) /grapher.yStep,40), concat (""Cambiar la escala del eje y para obtener una línea de cuadrícula para 0"", unidad2, "".""), "" "")%>",%(8771704119816492775)%,Please enter '14' in the highlighted field.,"Por favor, ingrese '14' en el campo resaltado.",%(4719157440490239508)%,Please enter '100' in the highlighted field.,"Por favor, ingrese '100' en el campo resaltado.",%(-7888626398561033316)%,"Please place this point first, before you try drawing a line.","Por favor, coloque este punto primero, antes de intentar dibujar una línea.",%(8352142543165492998)%,"No, this is not correct. Read this line carefully: ""In 2006, there were 43.6 billion letters sent in the US. This number decreases by 2.5 billion every year."". Try to make this an equation in the form y = x * ...","No, esto no es correcto. Lea esta línea con atención: ""En 2006, se enviaron 43.6 mil millones de cartas en los Estados Unidos. Este número disminuye en 2.5 mil millones cada año"". Trate de hacer de esto una ecuación en la forma y = x * ..."
%(-8949774273436180769)%,The point for question 4 would not fit on the grapher right now. Please adjust the upper boundary of the y-axis (in the top left box).,"El punto de la pregunta 4 no encajaría en el gráfico en este momento. Por favor, ajuste el límite superior del eje y (en el cuadro superior izquierdo).",%(-2476144622515762061)%,miles,millas,%(-3214654429110953208)%,450,450,%(-3958990273571274540)%,The <%=quantity1%> is at 40 <%=unit1%>.,La <% = cantidad 1%> está en 40 <% = unidad 1%>.,"<%=ifThen(greaterThan((grapher.rightBoundary-grapher.leftBoundary)/grapher.xStep,40),concat(""Change the x-axis scale to get a grid line for 75"",unit1,"".""),"""")%>",,,%(8734307539407348792)%,Please enter the table headings (quantity name and unit) and the axis labels before you plot points.,"Por favor, introduzca los títulos de la tabla (nombre de la cantidad y unidad) y las etiquetas de los ejes antes de trazar los puntos.",%(953962410488625163)%,"Look at the second question: ""If 20 people come by, what will you have left?"" How would you calculate the fruit left?","Mira la segunda pregunta: ""Si pasan 20 personas, ¿Qué te quedará?"" ¿Cómo calcularías la fruta que queda?",%(-8949774273436180769)%,The point for question 4 would not fit on the grapher right now. Please adjust the upper boundary of the y-axis (in the top left box).,El punto de la pregunta 4 no encajaría en el gráfico en este momento. Ajuste el límite superior del eje y (en el cuadro superior izquierdo).,%(2491938597875097460)%,"Please enter '<%=ifThen(hasValue(quantity2),quantity2,""letters sent"")%>' in the highlighted field.","Por favor ingrese '<% = ifThen (hasValue (quantity2), quantity2, ""cartas enviadas"")%>' en el campo resaltado."
%(8230610273061812561)%,"-20,420","-20,420",%(-8367778769244157266)%,curveNeedsMorePoints,la curva necesita más puntos,%(-4715826280425048534)%,"No, this is not correct. Try to <%=ifThen(greaterThan(8,grapher.rightBoundary*1),""adjust the right boundary of the x-axis by changing its value to higher than 8, then "","""")%><%=ifThen(greaterThan(grapher.leftBoundary*1,8),""adjust the left boundary of the x-axis by lowering it to less than 8, then "","""")%><%=ifThen(greaterThan(7800,grapher.upperBoundary*1),""adjust the upper boundary of the y-axis by increasing its value to more than 7800, then "","""")%><%=ifThen(greaterThan(grapher.lowerBoundary*1,7800),""change the lower boundary of the y-axis by decreasing it to less than 7800, then "","""")%><%=ifThen(greaterThan((grapher.upperBoundary-grapher.lowerBoundary)/grapher.yStep,40),""change the y-axis scale to make it easier to add the point, then "","""")%><%=ifThen(greaterThan((grapher.rightBoundary-grapher.leftBoundary)/grapher.xStep,40),""change the x-axis scale to make it easier to add the point, then "","""")%>place the point at a <%=quantity1%> of 8 <%=ifThen(hasValue(unit1),unit1,""months"")%> (left-to-right) and a <%=quantity2%> of 7800 <%=ifThen(hasValue(unit2),unit2,""dollars"")%> (bottom-to-top).","No, esto no es correcto. Intente <% = ifThen (greaterThan (8, grapher.rightBoundary * 1), ""ajustar el límite derecho del eje x cambiando su valor a mayor que 8, luego"", """")%> <% = ifThen ( greaterThan (grapher.leftBoundary * 1,8), ""ajusta el límite izquierdo del eje x reduciéndolo a menos de 8, luego"", """")%> <% = ifThen (greaterThan (7800, grapher.upperBoundary * 1), ""ajusta el límite superior del eje y aumentando su valor a más de 7800, luego"", """")%> <% = ifThen (greaterThan (grapher.lowerBoundary * 1,7800), ""cambia el límite del eje y disminuyéndolo a menos de 7800, luego "","" "")%> <% = ifThen (greaterThan ((grapher.upperBoundary-grapher.lowerBoundary) /grapher.yStep,40),"" cambia el y -axis scale para facilitar la adición del punto, luego "","" "")%> <% = ifThen (greaterThan ((grapher.rightBoundary-grapher.leftBoundary) /grapher.xStep,40),"" cambiar el eje x escala para que sea más fácil agregar el punto, luego "","" "")%> coloque el punto en un <% = cantidad1%> de 8 <% = ifThen (hasValue (unit1), unit1,"" meses "")%> ( de izquierda a derecha) y un <% = quantity2%> de 7800 <% = ifThen (hasValue (unit2), unit2, ""dólares"")%> (de abajo hacia arriba).",%(3565953612278076590)%,Please enter '-20*x+ 800' in the highlighted field.,"Por favor, ingrese '-20 * x + 800' en el campo resaltado.",%(-145267547019241208)%,The point for question 3 would not fit on the grapher right now. Please adjust the upper boundary of the y-axis (in the top left box).,El punto de la pregunta 3 no encajaría en el gráfico en este momento. Ajuste el límite superior del eje y (en el cuadro superior izquierdo).,%(8956590914885405619)%,The point for question 1 would not fit on the grapher right now. Please adjust the lower boundary of the y-axis (in the box immediately below <%=unit2%>).,"El punto de la pregunta 1 no encajaría en el gráfico en este momento. Por favor, ajuste el límite inferior del eje y (en el cuadro inmediatamente debajo de <% = unidad2%>).",%(-8962978798936019228)%,"Yes, ""<%=input%>"" is the dependent quantity. Try to enter the dependent quantity ""<%=input%>"" in right column instead of the left column.","Sí, ""<% = input%>"" es la cantidad dependiente. Intente ingresar la cantidad dependiente ""<% = input%>"" en la columna de la derecha en lugar de la columna de la izquierda.",%(-2737583684714378985)%,"Please enter '<%=ifThen(hasValue(grapher.labelY),grapher.labelY,""elevation"")%>' in the highlighted field.","Por favor ingrese '<% = if Then (hasValue (grapher.label), grapher.label, ""elevación"")%>' en el campo resaltado.",%(3111901035976980597)%,"Now that you placed a point for the fifth question, look-up what its x-value is to find the <%=quantity1%>.","Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor x para encontrar la <% = cantidad1%>."
%(-145267547019241208)%,The point for question 3 would not fit on the grapher right now. Please adjust the upper boundary of the y-axis (in the top left box).,"El punto de la pregunta 3 no encajaría en el gráfico en este momento. Por favor, ajuste el límite superior del eje y (en el cuadro superior izquierdo).",%(4399752470852486608)%,"No, this is not correct. Try to name the right unit ""floors"".","No, esto no es correcto. Intente nombrar la unidad correcta ""pisos"".",%(8734307539407348792)%,Please enter the table headings (quantity name and unit) and the axis labels before you plot points.,"Por favor, introduzca los títulos de la tabla (nombre de la cantidad y unidad) y las etiquetas de los ejes antes de trazar los puntos.",%(3111901035976980597)%,"Now that you placed a point for the fifth question, look-up what its x-value is to find the <%=quantity1%>.","Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor x para encontrar la <% = cantidad1%>.",%(3111901035976980597)%,"Now that you placed a point for the fifth question, look-up what its x-value is to find the <%=quantity1%>.","Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor x para encontrar la <% = cantidad1%>.",%(-5987665931265738298)%,"Please <%=ifThen(greaterThan(14,grapher.rightBoundary*1),""adjust the right boundary of the x-axis by changing its value to higher than 14, then "","""")%><%=ifThen(greaterThan(grapher.leftBoundary*1,14),""adjust the left boundary of the x-axis by lowering it to less than 14, then "","""")%><%=ifThen(greaterThan(1320,grapher.upperBoundary*1),""adjust the upper boundary of the y-axis by increasing its value to more than 1320, then "","""")%><%=ifThen(greaterThan(grapher.lowerBoundary*1,1320),""change the lower boundary of the y-axis by decreasing it to less than 1320, then "","""")%>add the point by clicking on the right spot in the graph.","Por favor <% = ifThen (greaterThan (14, grapher.rightBoundary * 1), ""ajusta el límite derecho del eje x cambiando su valor a mayor que 14, luego"", """")%> <% = ifThen (greaterThan (grapher.leftBoundary * 1,14), ""ajusta el límite izquierdo del eje x bajándolo a menos de 14, luego"", """")%> <% = ifThen (greaterThan (1320, grapher.upperBoundary * 1 ), ""ajusta el límite superior del eje y aumentando su valor a más de 1320, luego"", """")%> <% = ifThen (greaterThan (grapher.lowerBoundary * 1,1320), ""cambia el límite inferior del eje y disminuyéndolo a menos de 1320, luego "","" "")%> agregue el punto haciendo clic en el lugar correcto en el gráfico.",%(-145267547019241208)%,The point for question 3 would not fit on the grapher right now. Please adjust the upper boundary of the y-axis (in the top left box).,"El punto de la pregunta 3 no encajaría en el gráfico en este momento. Por favor, ajuste el límite superior del eje y (en el cuadro superior izquierdo).",%(4714176700375474452)%,"Read this line carefully: ""it says he's at 1200 ft above sealevel and goes down 25 ft every second."". Try to make this an equation in the form y = - ... * x","Lea esta línea con atención: ""dice que está a 1200 pies sobre el nivel del mar y desciende 25 pies por segundo"". Trate de hacer de esto una ecuación en la forma y = - ... * x",%(-2476144622515762061)%,miles,millas
%(3111901035976980597)%,"Now that you placed a point for the fifth question, look-up what its x-value is to find the <%=quantity1%>.","Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor x para encontrar la <% = cantidad1%>.",%(-7087238005069942417)%,Please enter '25' in the highlighted field.,"Por favor, ingrese '25' en el campo resaltado.",%(8956590914885405619)%,The point for question 1 would not fit on the grapher right now. Please adjust the lower boundary of the y-axis (in the box immediately below <%=unit2%>).,"El punto de la pregunta 1 no encajaría en el gráfico en este momento. Por favor, ajuste el límite inferior del eje y (en el cuadro inmediatamente debajo de <% = unidad2%>).",%(3170414414580630994)%,"Please <%=ifThen(greaterThan(40,grapher.rightBoundary*1),""adjust the right boundary of the x-axis by changing its value to higher than 40, then "","""")%><%=ifThen(greaterThan(grapher.leftBoundary*1,40),""adjust the left boundary of the x-axis by lowering it to less than 40, then "","""")%><%=ifThen(greaterThan(0,grapher.upperBoundary*1),""adjust the upper boundary of the y-axis by increasing its value to more than 0, then "","""")%><%=ifThen(greaterThan(grapher.lowerBoundary*1,0),""change the lower boundary of the y-axis by decreasing it to less than 0, then "","""")%>click the highlighted button to add a new point to the graph.","Por favor <% = ifThen (greaterThan (40, grapher.rightBoundary * 1), ""ajusta el límite derecho del eje x cambiando su valor a más alto que 40, luego"", """")%> <% = ifThen (greaterThan (grapher.leftBoundary * 1,40), ""ajusta el límite izquierdo del eje x bajándolo a menos de 40, luego"", """")%> <% = ifThen (greaterThan (0, grapher.upperBoundary * 1 ), ""ajustar el límite superior del eje y aumentando su valor a más de 0, luego"", """")%> <% = ifThen (greaterThan (grapher.lowerBoundary * 1,0), ""cambiar el límite inferior del eje y disminuyéndolo a menos de 0, luego "","" "")%> haga clic en el botón resaltado para agregar un nuevo punto al gráfico.",%(-2476144622515762061)%,miles,millas,%(-8949774273436180769)%,The point for question 4 would not fit on the grapher right now. Please adjust the upper boundary of the y-axis (in the top left box).,"El punto de la pregunta 4 no encajaría en el gráfico en este momento. Por favor, ajuste el límite superior del eje y (en el cuadro superior izquierdo).",%(3111901035976980597)%,"Now that you placed a point for the fifth question, look-up what its x-value is to find the <%=quantity1%>.","Ahora que colocó un punto para la quinta pregunta, busque cuál es su valor x para encontrar la <% = cantidad1%>.",%(2693754839689504829)%,"Please <%=ifThen(greaterThan(60,grapher.rightBoundary*1),""adjust the right boundary of the x-axis by changing its value to higher than 60, then "","""")%><%=ifThen(greaterThan(grapher.leftBoundary*1,60),""adjust the left boundary of the x-axis by lowering it to less than 60, then "","""")%><%=ifThen(greaterThan(-300,grapher.upperBoundary*1),""adjust the upper boundary of the y-axis by increasing its value to more than -300, then "","""")%><%=ifThen(greaterThan(grapher.lowerBoundary*1,-300),""change the lower boundary of the y-axis by decreasing it to less than -300, then "","""")%>click the highlighted button to add a new point to the graph. After pressing the button, click where the point should go.","Por favor, <% = IfThen (greaterThan (60, grapher.rightBoundary * 1), ""ajusta el límite derecho del eje x cambiando su valor a más alto que 60, luego"", """")%> <% = ifThen (greaterThan (grapher.leftBoundary * 1,60), ""ajusta el límite izquierdo del eje x bajándolo a menos de 60, luego"", """")%> <% = ifThen (greaterThan (-300, grapher.upperBoundary * 1), ""ajusta el límite superior del eje y aumentando su valor a más de -300, luego"", """")%> <% = ifThen (greaterThan (grapher.lowerBoundary * 1, -300), ""cambiar el límite inferior del eje y disminuyéndolo a menos de -300, luego "","" "")%> haga clic en el botón resaltado para agregar un nuevo punto al gráfico. Después de presionar el botón, haga clic donde debe ir el punto.",%(-6640596127533243976)%,"Please <%=ifThen(greaterThan(9,grapher.rightBoundary*1),""adjust the right boundary of the x-axis by changing its value to higher than 9, then "","""")%><%=ifThen(greaterThan(grapher.leftBoundary*1,9),""adjust the left boundary of the x-axis by lowering it to less than 9, then "","""")%><%=ifThen(greaterThan(21.1,grapher.upperBoundary*1),""adjust the upper boundary of the y-axis by increasing its value to more than 21.1, then "","""")%><%=ifThen(greaterThan(grapher.lowerBoundary*1,21.1),""change the lower boundary of the y-axis by decreasing it to less than 21.1, then "","""")%>add the point by clicking on the right spot in the graph.","Por favor <% = ifThen (greaterThan (9, grapher.rightBoundary * 1), ""ajusta el límite derecho del eje x cambiando su valor a mayor que 9, luego"", """")%> <% = ifThen (greaterThan (grapher.leftBoundary * 1,9), ""ajusta el límite izquierdo del eje x bajándolo a menos de 9, luego"", """")%> <% = ifThen (greaterThan (21.1, grapher.upperBoundary * 1 ), ""ajusta el límite superior del eje y aumentando su valor a más de 21.1, luego"", """")%> <% = ifThen (greaterThan (grapher.lowerBoundary * 1,21.1), ""cambia el límite inferior del eje y disminuyéndolo a menos de 21.1, luego "","" "")%> agregue el punto haciendo clic en el lugar correcto en el gráfico."
