Problem Name	1	2	3	4	5	6	7	8
%(r1c1_max)%	1	1	1	1	1	1	1	1
%(link_r2_left_min)%	0	1	1	0	0	1	0	1
%(link_r2_left_max)%	1	1	1	1	1	1	1	1
%(link_r3_left_min)%	0	1	1	0	0	0	0	1
%(link_r3_left_max)%	1	1	1	1	1	1	1	1
								
%(r1c2_min)%	1	1	1	1	1	1	1	1
%(r1c2_max)%	1	1	1	1	1	1	1	1
%(link_r2_center_min)%	1	1	1	1	1	1	1	1
%(link_r2_center_max)%	1	1	1	1	1	1	1	1
%(link_r3_center_min)%	1	1	1	1	1	1	1	1
%(link_r3_center_max)%	1	1	1	1	1	1	1	1
								
%(r1c4_min)%	1	0	0	1	1	1	1	0
%(r1c4_max)%	1	1	1	1	1	1	1	1
%(link_r2_right_min)%	1	0	0	1	1	1	1	0
%(link_r2_right_max)%	1	1	1	1	1	1	1	1
%(link_r3_right_min)%	1	0	1	1	1	1	1	1
%(link_r3_right_max)%	1	1	1	1	1	1	1	1
								
%(r1c1)%	0	6	6	0	0	3	0	2
%(r1c2)%	9	3	2	4	0	1	8	7
%(r1c3)%	2	9	0	7	6	4	0	1
%(r1c4)%	1	0	0	6	5	2	8	0
								
%(hint_r1c1_level_1)%		"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 1)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 1)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"			"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 1)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"		"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 1)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r1c1_level_2)%		"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 1)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 1)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"			"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 1)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"		"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 1)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r1c1_level_3)%		"Try entering <%=givenValue(%(total)%, 1)%>"	"Try entering <%=givenValue(%(total)%, 1)%>"			"Try entering <%=givenValue(%(total)%, 1)%>"		"Try entering <%=givenValue(%(total)%, 1)%>"
								
%(hint_r1c2_level_1)%	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r1c2_level_2)%	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 2)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r1c2_level_3)%	"Try entering <%=givenValue(%(total)%, 2)%>"	"Try entering <%=givenValue(%(total)%, 2)%>"	"Try entering <%=givenValue(%(total)%, 2)%>"	"Try entering <%=givenValue(%(total)%, 2)%>"	"Try entering <%=givenValue(%(total)%, 2)%>"	"Try entering <%=givenValue(%(total)%, 2)%>"	"Try entering <%=givenValue(%(total)%, 2)%>"	"Try entering <%=givenValue(%(total)%, 2)%>"
								
%(hint_r1c3_level_1)%	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r1c3_level_2)%	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 3)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r1c3_level_3)%	"Try entering <%=givenValue(%(total)%, 3)%>"	"Try entering <%=givenValue(%(total)%, 3)%>"	"Try entering <%=givenValue(%(total)%, 3)%>"	"Try entering <%=givenValue(%(total)%, 3)%>"	"Try entering <%=givenValue(%(total)%, 3)%>"	"Try entering <%=givenValue(%(total)%, 3)%>"	"Try entering <%=givenValue(%(total)%, 3)%>"	"Try entering <%=givenValue(%(total)%, 3)%>"
								
%(hint_r1c4_level_1)%	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"			"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r1c1, r1c2, r1c3, r1c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	
%(hint_r1c4_level_2)%	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"			"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", 4)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	
%(hint_r1c4_level_3)%	"Try entering <%=givenValue(%(total)%, 4)%>"			"Try entering <%=givenValue(%(total)%, 4)%>"	"Try entering <%=givenValue(%(total)%, 4)%>"	"Try entering <%=givenValue(%(total)%, 4)%>"	"Try entering <%=givenValue(%(total)%, 4)%>"	
								
%(hint_r2_left_level_1)%		"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_left_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_left_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"			"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_left_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"		"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_left_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r2_left_level_2)%		"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_left_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_left_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"			"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_left_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"		"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_left_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r2_left_level_3)%		"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_left_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_left_column)%)%>"			"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_left_column)%)%>"		"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_left_column)%)%>"
								
%(hint_r2_center_level_1)%	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 1000, 3)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r2_center_level_2)%	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 1000, 3)%>?"
%(hint_r2_center_level_3)%	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"
								
